loc,uniq_libs,total_libs
5681663,2146,57157
5681675,2146,57157
5681680,2146,57158
5681689,2146,57158
5681694,2146,57158
5681701,2146,57159
5681704,2146,57159
5681708,2146,57159
5681721,2146,57159
5681731,2146,57159
5681734,2146,57159
5681742,2146,57159
5681749,2146,57159
5681752,2146,57159
5681754,2146,57159
5681759,2146,57159
5681763,2146,57159
5681772,2146,57159
5681776,2146,57159
5681784,2146,57159
5681801,2146,57160
5681812,2146,57160
5681821,2146,57160
5681830,2146,57160
5681836,2146,57160
5681844,2146,57160
5681852,2146,57160
5681859,2146,57160
5681866,2146,57160
5681874,2146,57160
5681882,2146,57160
5681888,2146,57160
5681893,2146,57160
5681904,2146,57160
5681912,2146,57160
5681928,2146,57160
5681929,2146,57160
5681934,2146,57160
5681939,2146,57160
5681956,2146,57161
5681966,2146,57161
5681987,2146,57161
5681997,2146,57161
5682002,2146,57161
5682022,2146,57161
5682027,2146,57161
5682034,2146,57161
5682041,2146,57161
5682049,2146,57161
5682054,2146,57161
5682063,2146,57161
5682066,2146,57161
5682075,2146,57162
5682091,2146,57162
5682096,2146,57162
5682116,2146,57162
5682123,2146,57162
5682127,2146,57162
5682129,2146,57162
5682134,2146,57162
5682140,2146,57162
5682148,2146,57162
5682157,2146,57162
5682162,2146,57162
5682166,2146,57162
5682171,2146,57162
5682179,2146,57163
5682189,2146,57164
5682196,2146,57164
5682199,2146,57164
5682203,2146,57164
5682208,2146,57164
5682213,2146,57164
5682214,2146,57164
5682223,2146,57164
5682235,2146,57164
5682241,2146,57164
5682245,2146,57164
5682249,2146,57164
5682254,2146,57164
5682260,2146,57164
5682267,2146,57164
5682269,2146,57164
5682278,2146,57164
5682285,2146,57164
5682306,2146,57164
5682310,2146,57164
5682315,2146,57164
5682320,2146,57164
5682325,2146,57164
5682342,2146,57164
5682362,2146,57164
5682381,2146,57164
5682397,2146,57164
5682400,2146,57164
5682430,2146,57164
5682442,2146,57164
5682452,2146,57164
5682468,2146,57164
5682484,2146,57164
5682492,2146,57164
5682496,2146,57164
5682503,2146,57164
5682510,2146,57164
5682514,2146,57164
5682520,2146,57164
5682533,2146,57164
5682537,2146,57164
5682543,2146,57164
5682550,2146,57164
5682558,2146,57164
5682563,2146,57164
5682566,2146,57164
5682577,2146,57164
5682586,2146,57164
5682590,2146,57164
5682601,2146,57164
5682612,2146,57164
5682620,2146,57164
5682625,2146,57164
5682634,2146,57164
5682635,2146,57164
5682646,2146,57164
5682660,2146,57164
5682668,2146,57164
5682675,2146,57164
5682678,2146,57164
5682682,2146,57164
5682686,2146,57164
5682689,2146,57164
5682693,2146,57164
5682700,2146,57164
5682702,2146,57164
5682710,2146,57164
5682716,2146,57164
5682722,2146,57164
5682728,2146,57164
5682729,2146,57164
5682732,2146,57164
5682735,2146,57164
5682737,2146,57164
5682747,2146,57164
5682758,2146,57165
5682765,2146,57165
5682767,2146,57165
5682770,2146,57165
5682774,2146,57165
5682787,2146,57165
5682800,2146,57165
5682805,2146,57165
5682816,2146,57165
5682823,2146,57165
5682839,2146,57165
5682851,2146,57165
5682856,2146,57165
5682859,2146,57165
5682862,2146,57165
5682867,2146,57165
5682875,2146,57165
5682880,2146,57165
5682883,2146,57165
5682889,2146,57165
5682895,2146,57165
5682898,2146,57165
5682905,2146,57165
5682911,2146,57165
5682913,2146,57165
5682920,2146,57165
5682938,2146,57165
5682942,2146,57165
5682948,2146,57165
5682959,2146,57165
5682967,2146,57165
5682978,2146,57165
5682982,2146,57165
5682991,2146,57165
5683002,2146,57165
5683005,2146,57165
5683010,2146,57165
5683018,2146,57165
5683037,2146,57165
5683062,2146,57165
5683069,2146,57165
5683078,2146,57165
5683087,2146,57165
5683092,2146,57165
5683111,2146,57165
5683118,2146,57165
5683122,2146,57165
5683137,2146,57165
5683145,2146,57165
5683151,2146,57165
5683154,2146,57165
5683160,2146,57165
5683166,2146,57165
5683177,2146,57165
5683194,2146,57165
5683196,2146,57165
5683198,2146,57165
5683208,2146,57165
5683213,2146,57165
5683217,2146,57165
5683230,2146,57165
5683241,2146,57165
5683253,2146,57165
5683261,2146,57165
5683267,2146,57165
5683294,2146,57165
5683304,2146,57165
5683308,2146,57165
5683315,2146,57165
5683318,2146,57165
5683332,2146,57165
5683337,2146,57165
5683343,2146,57165
5683352,2146,57165
5683357,2146,57165
5683364,2146,57165
5683368,2146,57165
5683376,2146,57165
5683383,2146,57165
5683385,2146,57165
5683397,2146,57165
5683403,2146,57165
5683408,2146,57165
5683420,2146,57165
5683425,2146,57165
5683430,2146,57165
5683443,2146,57165
5683460,2146,57165
5683467,2146,57165
5683474,2146,57165
5683492,2146,57165
5683495,2146,57165
5683510,2146,57165
5683518,2146,57165
5683527,2146,57165
5683547,2146,57165
5683563,2146,57165
5683568,2146,57165
5683577,2146,57165
5683583,2146,57165
5683588,2146,57165
5683590,2146,57165
5683604,2146,57165
5683610,2146,57165
5683620,2146,57165
5683626,2146,57165
5683631,2146,57165
5683644,2146,57165
5683674,2146,57165
5683705,2146,57165
5683715,2146,57165
5683719,2146,57165
5683726,2146,57165
5683749,2146,57165
5683751,2146,57165
5683773,2146,57165
5683784,2146,57165
5683795,2146,57165
5683806,2146,57165
5683817,2146,57165
5683828,2146,57165
5683839,2146,57165
5683850,2146,57165
5683861,2146,57165
5683872,2146,57165
5683883,2146,57165
5683912,2146,57165
5683925,2146,57165
5683946,2146,57165
5684030,2146,57166
5684054,2146,57166
5684073,2146,57166
5684094,2146,57166
5684130,2146,57166
5684148,2146,57166
5684155,2146,57166
5684199,2146,57166
5684247,2147,57171
5684255,2147,57171
5684259,2147,57171
5684266,2147,57171
5684270,2147,57171
5684276,2147,57171
5684283,2147,57171
5684293,2147,57171
5684297,2147,57171
5684302,2147,57171
5684308,2147,57171
5684312,2147,57171
5684318,2147,57171
5684326,2147,57171
5684338,2147,57171
5684345,2147,57171
5684353,2147,57171
5684360,2147,57171
5684366,2147,57171
5684375,2147,57171
5684386,2147,57171
5684402,2147,57171
5684405,2147,57171
5684413,2147,57171
5684417,2147,57171
5684421,2147,57171
5684433,2147,57171
5684435,2147,57171
5684442,2147,57171
5684450,2147,57171
5684457,2147,57171
5684465,2147,57171
5684472,2147,57171
5684476,2147,57171
5684484,2147,57171
5684495,2147,57171
5684498,2147,57171
5684506,2147,57171
5684511,2147,57171
5684518,2147,57171
5684521,2147,57171
5684529,2147,57171
5684533,2147,57171
5684538,2147,57171
5684546,2147,57171
5684552,2147,57171
5684558,2147,57171
5684565,2147,57171
5684574,2147,57171
5684583,2147,57171
5684586,2147,57171
5684589,2147,57171
5684607,2147,57171
5684631,2147,57171
5684646,2147,57171
5684664,2147,57172
5684670,2147,57172
5684672,2147,57172
5684674,2147,57172
5684675,2147,57172
5684685,2147,57172
5684697,2147,57172
5684706,2147,57172
5684716,2147,57172
5684737,2147,57172
5684744,2147,57172
5684760,2147,57172
5684768,2147,57172
5684773,2147,57172
5684775,2147,57172
5684779,2147,57172
5684783,2147,57172
5684785,2147,57172
5684789,2147,57172
5684795,2147,57172
5684799,2147,57172
5684800,2147,57172
5684801,2147,57172
5684810,2147,57172
5684815,2147,57172
5684817,2147,57172
5684832,2147,57172
5684837,2147,57172
5684841,2147,57172
5684844,2147,57172
5684850,2147,57172
5684855,2147,57172
5684861,2147,57172
5684865,2147,57172
5684873,2147,57172
5684877,2147,57172
5684883,2147,57172
5684897,2147,57172
5684900,2147,57172
5684904,2147,57172
5684907,2147,57172
5684916,2147,57172
5684924,2147,57172
5684927,2147,57172
5684934,2147,57172
5684948,2147,57173
5684957,2147,57173
5684976,2147,57173
5684983,2147,57173
5684988,2147,57173
5684991,2147,57173
5684998,2147,57173
5685009,2147,57173
5685013,2147,57173
5685020,2147,57173
5685026,2147,57173
5685033,2147,57173
5685041,2147,57173
5685057,2147,57173
5685072,2147,57173
5685079,2147,57173
5685088,2147,57173
5685092,2147,57173
5685106,2147,57173
5685113,2147,57173
5685117,2147,57173
5685125,2147,57173
5685139,2147,57173
5685156,2147,57173
5685168,2147,57173
5685173,2147,57174
5685182,2147,57174
5685187,2147,57174
5685194,2147,57175
5685197,2147,57175
5685201,2147,57175
5685214,2147,57175
5685224,2147,57175
5685227,2147,57175
5685235,2147,57175
5685242,2147,57175
5685245,2147,57175
5685247,2147,57175
5685252,2147,57175
5685256,2147,57175
5685265,2147,57175
5685269,2147,57175
5685277,2147,57175
5685294,2147,57176
5685305,2147,57176
5685314,2147,57176
5685323,2147,57176
5685329,2147,57176
5685337,2147,57176
5685345,2147,57176
5685352,2147,57176
5685359,2147,57176
5685367,2147,57176
5685375,2147,57176
5685381,2147,57176
5685386,2147,57176
5685397,2147,57176
5685405,2147,57176
5685421,2147,57176
5685422,2147,57176
5685427,2147,57176
5685432,2147,57176
5685449,2147,57177
5685459,2147,57177
5685480,2147,57177
5685490,2147,57177
5685495,2147,57177
5685515,2147,57177
5685520,2147,57177
5685527,2147,57177
5685534,2147,57177
5685542,2147,57177
5685547,2147,57177
5685556,2147,57177
5685559,2147,57177
5685568,2147,57178
5685584,2147,57178
5685589,2147,57178
5685609,2147,57178
5685616,2147,57178
5685620,2147,57178
5685622,2147,57178
5685627,2147,57178
5685633,2147,57178
5685641,2147,57178
5685650,2147,57178
5685655,2147,57178
5685659,2147,57178
5685664,2147,57178
5685672,2147,57179
5685682,2147,57180
5685689,2147,57180
5685692,2147,57180
5685696,2147,57180
5685701,2147,57180
5685706,2147,57180
5685707,2147,57180
5685716,2147,57180
5685728,2147,57180
5685734,2147,57180
5685738,2147,57180
5685742,2147,57180
5685747,2147,57180
5685753,2147,57180
5685760,2147,57180
5685762,2147,57180
5685771,2147,57180
5685778,2147,57180
5685799,2147,57180
5685803,2147,57180
5685808,2147,57180
5685813,2147,57180
5685818,2147,57180
5685835,2147,57180
5685855,2147,57180
5685874,2147,57180
5685890,2147,57180
5685893,2147,57180
5685923,2147,57180
5685935,2147,57180
5685945,2147,57180
5685961,2147,57180
5685977,2147,57180
5685985,2147,57180
5685989,2147,57180
5685996,2147,57180
5686003,2147,57180
5686007,2147,57180
5686013,2147,57180
5686026,2147,57180
5686030,2147,57180
5686036,2147,57180
5686043,2147,57180
5686051,2147,57180
5686056,2147,57180
5686059,2147,57180
5686070,2147,57180
5686079,2147,57180
5686083,2147,57180
5686094,2147,57180
5686105,2147,57180
5686113,2147,57180
5686118,2147,57180
5686127,2147,57180
5686128,2147,57180
5686139,2147,57180
5686153,2147,57180
5686161,2147,57180
5686168,2147,57180
5686171,2147,57180
5686175,2147,57180
5686179,2147,57180
5686182,2147,57180
5686186,2147,57180
5686193,2147,57180
5686195,2147,57180
5686203,2147,57180
5686209,2147,57180
5686215,2147,57180
5686221,2147,57180
5686222,2147,57180
5686225,2147,57180
5686228,2147,57180
5686230,2147,57180
5686240,2147,57180
5686251,2147,57181
5686258,2147,57181
5686260,2147,57181
5686263,2147,57181
5686267,2147,57181
5686280,2147,57181
5686293,2147,57181
5686298,2147,57181
5686309,2147,57181
5686316,2147,57181
5686332,2147,57181
5686344,2147,57181
5686349,2147,57181
5686352,2147,57181
5686355,2147,57181
5686360,2147,57181
5686368,2147,57181
5686373,2147,57181
5686376,2147,57181
5686382,2147,57181
5686388,2147,57181
5686391,2147,57181
5686398,2147,57181
5686404,2147,57181
5686406,2147,57181
5686413,2147,57181
5686431,2147,57181
5686435,2147,57181
5686441,2147,57181
5686452,2147,57181
5686460,2147,57181
5686471,2147,57181
5686475,2147,57181
5686484,2147,57181
5686495,2147,57181
5686498,2147,57181
5686503,2147,57181
5686511,2147,57181
5686530,2147,57181
5686555,2147,57181
5686562,2147,57181
5686571,2147,57181
5686580,2147,57181
5686585,2147,57181
5686604,2147,57181
5686611,2147,57181
5686615,2147,57181
5686630,2147,57181
5686638,2147,57181
5686644,2147,57181
5686647,2147,57181
5686653,2147,57181
5686659,2147,57181
5686670,2147,57181
5686687,2147,57181
5686689,2147,57181
5686691,2147,57181
5686701,2147,57181
5686706,2147,57181
5686710,2147,57181
5686723,2147,57181
5686734,2147,57181
5686746,2147,57181
5686754,2147,57181
5686760,2147,57181
5686787,2147,57181
5686797,2147,57181
5686801,2147,57181
5686808,2147,57181
5686811,2147,57181
5686825,2147,57181
5686830,2147,57181
5686836,2147,57181
5686845,2147,57181
5686850,2147,57181
5686857,2147,57181
5686861,2147,57181
5686869,2147,57181
5686876,2147,57181
5686878,2147,57181
5686890,2147,57181
5686896,2147,57181
5686901,2147,57181
5686913,2147,57181
5686918,2147,57181
5686923,2147,57181
5686936,2147,57181
5686953,2147,57181
5686960,2147,57181
5686967,2147,57181
5686985,2147,57181
5686988,2147,57181
5687003,2147,57181
5687011,2147,57181
5687020,2147,57181
5687040,2147,57181
5687056,2147,57181
5687061,2147,57181
5687070,2147,57181
5687076,2147,57181
5687081,2147,57181
5687083,2147,57181
5687097,2147,57181
5687103,2147,57181
5687113,2147,57181
5687119,2147,57181
5687124,2147,57181
5687137,2147,57181
5687167,2147,57181
5687198,2147,57181
5687208,2147,57181
5687212,2147,57181
5687219,2147,57181
5687242,2147,57181
5687244,2147,57181
5687266,2147,57181
5687274,2147,57181
5687278,2147,57181
5687285,2147,57181
5687289,2147,57181
5687295,2147,57181
5687302,2147,57181
5687312,2147,57181
5687316,2147,57181
5687321,2147,57181
5687327,2147,57181
5687331,2147,57181
5687337,2147,57181
5687345,2147,57181
5687357,2147,57181
5687364,2147,57181
5687372,2147,57181
5687379,2147,57181
5687385,2147,57181
5687394,2147,57181
5687405,2147,57181
5687421,2147,57181
5687424,2147,57181
5687432,2147,57181
5687436,2147,57181
5687440,2147,57181
5687452,2147,57181
5687454,2147,57181
5687461,2147,57181
5687469,2147,57181
5687476,2147,57181
5687484,2147,57181
5687491,2147,57181
5687495,2147,57181
5687503,2147,57181
5687514,2147,57181
5687517,2147,57181
5687525,2147,57181
5687530,2147,57181
5687537,2147,57181
5687540,2147,57181
5687548,2147,57181
5687552,2147,57181
5687557,2147,57181
5687565,2147,57181
5687571,2147,57181
5687577,2147,57181
5687584,2147,57181
5687593,2147,57181
5687602,2147,57181
5687605,2147,57181
5687608,2147,57181
5687626,2147,57181
5687650,2147,57181
5687665,2147,57181
5687683,2147,57182
5687689,2147,57182
5687691,2147,57182
5687693,2147,57182
5687694,2147,57182
5687704,2147,57182
5687716,2147,57182
5687725,2147,57182
5687735,2147,57182
5687756,2147,57182
5687763,2147,57182
5687779,2147,57182
5687787,2147,57182
5687792,2147,57182
5687794,2147,57182
5687798,2147,57182
5687802,2147,57182
5687804,2147,57182
5687808,2147,57182
5687814,2147,57182
5687818,2147,57182
5687819,2147,57182
5687820,2147,57182
5687829,2147,57182
5687834,2147,57182
5687836,2147,57182
5687851,2147,57182
5687856,2147,57182
5687860,2147,57182
5687863,2147,57182
5687869,2147,57182
5687874,2147,57182
5687880,2147,57182
5687884,2147,57182
5687892,2147,57182
5687896,2147,57182
5687902,2147,57182
5687916,2147,57182
5687919,2147,57182
5687923,2147,57182
5687926,2147,57182
5687935,2147,57182
5687943,2147,57182
5687946,2147,57182
5687953,2147,57182
5687967,2147,57183
5687976,2147,57183
5687995,2147,57183
5688002,2147,57183
5688007,2147,57183
5688010,2147,57183
5688017,2147,57183
5688028,2147,57183
5688032,2147,57183
5688039,2147,57183
5688045,2147,57183
5688052,2147,57183
5688060,2147,57183
5688076,2147,57183
5688091,2147,57183
5688098,2147,57183
5688107,2147,57183
5688111,2147,57183
5688125,2147,57183
5688132,2147,57183
5688136,2147,57183
5688144,2147,57183
5688158,2147,57183
5688175,2147,57183
5688187,2147,57183
5688192,2147,57184
5688201,2147,57184
5688206,2147,57184
5688213,2147,57185
5688216,2147,57185
5688220,2147,57185
5688233,2147,57185
5688243,2147,57185
5688246,2147,57185
5688254,2147,57185
5688261,2147,57185
5688264,2147,57185
5688266,2147,57185
5688271,2147,57185
5688275,2147,57185
5688284,2147,57185
5688288,2147,57185
5688296,2147,57185
5688313,2147,57186
5688324,2147,57186
5688333,2147,57186
5688342,2147,57186
5688348,2147,57186
5688356,2147,57186
5688364,2147,57186
5688371,2147,57186
5688378,2147,57186
5688386,2147,57186
5688394,2147,57186
5688400,2147,57186
5688405,2147,57186
5688416,2147,57186
5688424,2147,57186
5688440,2147,57186
5688441,2147,57186
5688446,2147,57186
5688451,2147,57186
5688468,2147,57187
5688478,2147,57187
5688499,2147,57187
5688509,2147,57187
5688514,2147,57187
5688534,2147,57187
5688539,2147,57187
5688546,2147,57187
5688553,2147,57187
5688561,2147,57187
5688566,2147,57187
5688575,2147,57187
5688578,2147,57187
5688587,2147,57188
5688603,2147,57188
5688608,2147,57188
5688628,2147,57188
5688635,2147,57188
5688639,2147,57188
5688641,2147,57188
5688646,2147,57188
5688652,2147,57188
5688660,2147,57188
5688669,2147,57188
5688674,2147,57188
5688678,2147,57188
5688683,2147,57188
5688691,2147,57189
5688701,2147,57190
5688708,2147,57190
5688711,2147,57190
5688715,2147,57190
5688720,2147,57190
5688725,2147,57190
5688726,2147,57190
5688735,2147,57190
5688747,2147,57190
5688753,2147,57190
5688757,2147,57190
5688761,2147,57190
5688766,2147,57190
5688772,2147,57190
5688779,2147,57190
5688781,2147,57190
5688790,2147,57190
5688797,2147,57190
5688818,2147,57190
5688822,2147,57190
5688827,2147,57190
5688832,2147,57190
5688837,2147,57190
5688854,2147,57190
5688874,2147,57190
5688893,2147,57190
5688909,2147,57190
5688912,2147,57190
5688942,2147,57190
5688954,2147,57190
5688964,2147,57190
5688980,2147,57190
5688996,2147,57190
5689004,2147,57190
5689008,2147,57190
5689015,2147,57190
5689022,2147,57190
5689026,2147,57190
5689032,2147,57190
5689045,2147,57190
5689049,2147,57190
5689055,2147,57190
5689062,2147,57190
5689070,2147,57190
5689075,2147,57190
5689078,2147,57190
5689089,2147,57190
5689098,2147,57190
5689102,2147,57190
5689113,2147,57190
5689124,2147,57190
5689132,2147,57190
5689137,2147,57190
5689146,2147,57190
5689147,2147,57190
5689158,2147,57190
5689172,2147,57190
5689180,2147,57190
5689187,2147,57190
5689190,2147,57190
5689194,2147,57190
5689198,2147,57190
5689201,2147,57190
5689205,2147,57190
5689212,2147,57190
5689214,2147,57190
5689222,2147,57190
5689228,2147,57190
5689234,2147,57190
5689240,2147,57190
5689241,2147,57190
5689244,2147,57190
5689247,2147,57190
5689249,2147,57190
5689259,2147,57190
5689270,2147,57191
5689277,2147,57191
5689279,2147,57191
5689282,2147,57191
5689286,2147,57191
5689299,2147,57191
5689312,2147,57191
5689317,2147,57191
5689328,2147,57191
5689335,2147,57191
5689351,2147,57191
5689363,2147,57191
5689368,2147,57191
5689371,2147,57191
5689374,2147,57191
5689379,2147,57191
5689387,2147,57191
5689392,2147,57191
5689395,2147,57191
5689401,2147,57191
5689407,2147,57191
5689410,2147,57191
5689417,2147,57191
5689423,2147,57191
5689425,2147,57191
5689432,2147,57191
5689450,2147,57191
5689454,2147,57191
5689460,2147,57191
5689471,2147,57191
5689479,2147,57191
5689490,2147,57191
5689494,2147,57191
5689503,2147,57191
5689514,2147,57191
5689517,2147,57191
5689522,2147,57191
5689530,2147,57191
5689549,2147,57191
5689574,2147,57191
5689581,2147,57191
5689590,2147,57191
5689599,2147,57191
5689604,2147,57191
5689623,2147,57191
5689630,2147,57191
5689634,2147,57191
5689649,2147,57191
5689657,2147,57191
5689663,2147,57191
5689666,2147,57191
5689672,2147,57191
5689678,2147,57191
5689689,2147,57191
5689706,2147,57191
5689708,2147,57191
5689710,2147,57191
5689720,2147,57191
5689725,2147,57191
5689729,2147,57191
5689742,2147,57191
5689753,2147,57191
5689765,2147,57191
5689773,2147,57191
5689779,2147,57191
5689806,2147,57191
5689816,2147,57191
5689820,2147,57191
5689827,2147,57191
5689830,2147,57191
5689844,2147,57191
5689849,2147,57191
5689855,2147,57191
5689864,2147,57191
5689869,2147,57191
5689876,2147,57191
5689880,2147,57191
5689888,2147,57191
5689895,2147,57191
5689897,2147,57191
5689909,2147,57191
5689915,2147,57191
5689920,2147,57191
5689932,2147,57191
5689937,2147,57191
5689942,2147,57191
5689955,2147,57191
5689972,2147,57191
5689979,2147,57191
5689986,2147,57191
5690004,2147,57191
5690007,2147,57191
5690022,2147,57191
5690030,2147,57191
5690039,2147,57191
5690059,2147,57191
5690075,2147,57191
5690080,2147,57191
5690089,2147,57191
5690095,2147,57191
5690100,2147,57191
5690102,2147,57191
5690116,2147,57191
5690122,2147,57191
5690132,2147,57191
5690138,2147,57191
5690143,2147,57191
5690156,2147,57191
5690186,2147,57191
5690217,2147,57191
5690227,2147,57191
5690231,2147,57191
5690238,2147,57191
5690261,2147,57191
5690263,2147,57191
5690285,2147,57191
5690290,2148,57192
5690359,2148,57192
5690417,2148,57192
5690421,2148,57193
5690426,2148,57195
5690440,2148,57197
5690515,2148,57198
5690518,2148,57198
5690568,2148,57202
5690630,2148,57204
5690781,2148,57211
5690860,2148,57212
5691053,2148,57212
5691080,2148,57212
5691113,2148,57212
5691116,2149,57215
5691122,2149,57216
5691134,2149,57217
5691142,2149,57218
5691154,2149,57219
5691161,2149,57220
5691187,2149,57220
5691213,2149,57220
5691306,2149,57222
5691426,2149,57222
5691548,2149,57222
5691668,2149,57222
5691790,2149,57222
5691861,2149,57222
5691986,2149,57228
5691994,2149,57228
5692010,2149,57228
5692023,2149,57228
5692038,2149,57228
5692053,2149,57228
5692103,2149,57243
5692106,2149,57243
5692109,2149,57243
5692112,2149,57243
5692116,2149,57243
5692178,2149,57244
5692184,2149,57246
5692189,2149,57246
5692226,2149,57246
5692293,2149,57246
5692330,2149,57246
5692337,2149,57246
5692352,2149,57246
5692357,2149,57246
5692363,2149,57248
5692370,2149,57248
5692378,2149,57248
5692392,2149,57248
5692450,2149,57248
5692459,2149,57248
5692469,2149,57248
5692478,2149,57248
5692488,2149,57248
5692530,2149,57248
5692537,2149,57248
5692554,2149,57248
5692623,2149,57249
5692663,2149,57250
5692694,2149,57251
5692725,2149,57252
5692803,2149,57253
5692925,2149,57254
5693047,2149,57255
5693169,2149,57256
5693291,2149,57257
5693406,2149,57258
5693446,2149,57259
5693471,2151,57267
5693558,2152,57269
5693576,2152,57269
5693662,2152,57269
5693713,2152,57269
5693720,2152,57269
5693772,2152,57269
5693834,2152,57269
5693853,2152,57269
5693878,2152,57269
5693940,2152,57269
5693993,2152,57269
5694002,2152,57278
5694190,2152,57278
5694279,2152,57278
5694297,2152,57278
5694324,2152,57278
5694353,2152,57278
5694446,2152,57278
5694474,2152,57278
5694567,2152,57278
5694645,2152,57278
5694687,2152,57280
5694702,2152,57280
5694703,2153,57281
5694720,2153,57281
5694733,2153,57281
5694800,2153,57281
5694821,2153,57281
5694873,2153,57281
5694893,2153,57301
5695098,2153,57302
5695206,2153,57304
5695297,2153,57306
5695366,2153,57306
5695445,2153,57306
5695493,2153,57306
5695566,2153,57306
5695646,2153,57309
5695768,2153,57309
5695799,2153,57309
5695834,2153,57309
5695854,2153,57309
5696080,2153,57309
5697048,2153,57310
5697124,2153,57310
5697283,2153,57310
5697319,2153,57310
5697422,2153,57310
5697514,2153,57311
5697531,2153,57311
5697586,2153,57311
5697636,2153,57312
5697722,2153,57314
5697822,2153,57315
5697842,2153,57319
5697958,2153,57320
5697986,2153,57321
5697998,2153,57322
5698026,2153,57323
5698057,2153,57324
5698184,2153,57325
5698210,2153,57326
5698231,2153,57327
5698379,2153,57328
5698836,2153,57329
5699056,2153,57330
5699095,2153,57331
5699145,2153,57332
5699170,2153,57333
5699274,2153,57338
5699302,2153,57338
5699435,2153,57338
5699569,2153,57338
5699719,2153,57338
5699840,2153,57338
5699917,2153,57338
5700118,2153,57338
5700151,2153,57338
5700299,2153,57338
5700401,2153,57338
5700482,2153,57338
5700541,2153,57338
5700806,2155,57352
5700807,2156,57353
5700808,2157,57354
5707650,2157,57354
5707672,2158,57355
5708521,2158,57355
5708594,2159,57356
5708927,2159,57356
5708968,2160,57360
5709018,2160,57360
5709189,2160,57361
5709662,2160,57362
5709695,2160,57362
5709763,2172,57377
5709788,2172,57377
5709850,2172,57377
5709933,2172,57378
5710134,2172,57378
5710255,2172,57378
5710296,2172,57378
5710630,2176,57397
5710732,2176,57402
5710953,2176,57403
5710964,2176,57403
5710989,2176,57403
5711046,2176,57403
5711066,2176,57403
5711106,2176,57403
5711110,2176,57403
5711210,2176,57403
5711341,2176,57403
5711362,2176,57403
5711621,2176,57403
5711647,2176,57404
5711740,2176,57404
5711820,2176,57404
5711870,2176,57404
5711978,2176,57404
5712023,2176,57404
5712096,2176,57404
5712190,2176,57404
5712300,2176,57404
5712368,2176,57404
5712538,2176,57404
5712668,2176,57404
5712753,2176,57404
5712785,2176,57404
5712806,2176,57404
5712829,2176,57404
5712870,2176,57404
5712917,2176,57404
5712997,2176,57404
5713102,2176,57404
5713127,2176,57404
5713244,2176,57404
5713315,2176,57404
5713490,2176,57404
5713547,2176,57404
5713629,2176,57404
5713729,2176,57404
5713734,2176,57404
5713826,2176,57404
5713873,2176,57404
5713953,2176,57404
5714024,2176,57404
5714049,2176,57404
5714132,2176,57404
5714137,2176,57404
5714201,2176,57404
5714322,2176,57404
5714415,2176,57404
5714498,2176,57404
5714559,2176,57404
5714858,2176,57404
5715301,2176,57445
5715309,2176,57445
5715332,2176,57446
5715387,2176,57447
5715465,2176,57448
5715511,2176,57449
5715586,2176,57450
5715590,2176,57450
5715594,2176,57450
5715599,2176,57450
5715616,2176,57451
5715676,2176,57452
5715693,2176,57453
5715860,2176,57454
5715958,2176,57455
5715989,2176,57456
5716142,2176,57457
5716219,2176,57458
5716246,2176,57459
5716299,2176,57460
5716323,2176,57461
5716339,2176,57461
5716392,2176,57462
5716434,2176,57462
5716614,2176,57462
5716872,2176,57462
5716918,2176,57462
5717031,2176,57462
5717116,2176,57462
5717259,2176,57462
5717283,2176,57462
5717401,2176,57462
5717472,2176,57462
5717549,2177,57463
5717584,2177,57463
5717604,2177,57463
5717698,2177,57463
5717897,2177,57463
5718020,2177,57463
5718103,2177,57463
5718260,2177,57463
5718280,2177,57463
5718335,2177,57463
5718350,2177,57463
5718382,2177,57463
5718418,2177,57463
5718447,2177,57463
5718631,2178,57469
5718714,2178,57469
5718808,2178,57469
5718946,2178,57469
5719024,2178,57471
5719446,2178,57471
5719675,2179,57497
5719868,2179,57497
5720045,2179,57497
5720123,2179,57497
5720251,2179,57497
5720259,2179,57497
5720390,2179,57498
5720463,2179,57499
5720470,2179,57500
5720472,2179,57500
5720478,2179,57500
5720478,2179,57500
5720478,2179,57500
5720497,2179,57500
5720549,2179,57500
5720570,2179,57500
5720618,2179,57500
5720665,2179,57500
5720794,2180,57505
5720804,2180,57505
5720821,2180,57505
5720821,2180,57505
5720921,2180,57505
5720987,2180,57505
5721086,2180,57505
5721126,2180,57505
5721234,2181,57509
5721243,2181,57509
5721402,2181,57510
5721403,2181,57510
5721403,2181,57510
5721403,2181,57510
5721571,2181,57510
5721628,2181,57510
5721639,2182,57512
5721648,2182,57512
5721675,2182,57512
5721742,2182,57512
5721792,2183,57514
5721801,2183,57514
5721812,2183,57514
5722080,2183,57514
5722087,2183,57514
5722110,2183,57514
5722210,2183,57514
5722220,2183,57514
5722293,2183,57514
5722304,2183,57514
5722415,2183,57514
5722449,2183,57514
5722506,2183,57514
5722638,2183,57514
5722650,2183,57514
5722663,2183,57514
5722749,2183,57514
5722811,2183,57514
5722882,2183,57514
5722949,2183,57530
5722956,2183,57530
5723037,2183,57531
5723064,2183,57532
5723165,2183,57533
5723258,2183,57534
5723383,2183,57534
5723432,2183,57535
5723459,2183,57536
5723648,2183,57537
5723672,2183,57537
5723814,2183,57537
5723836,2183,57537
5723904,2183,57537
5724128,2183,57537
5724173,2183,57537
5724297,2184,57543
5724304,2184,57543
5724366,2184,57544
