loc,size,total_nodes,file
2730497,1061210,6861948,data/jruby/lib/ruby/1.9/syck.rb
2734539,1062387,6870428,data/jruby/lib/ruby/1.9/uri/common.rb
2737645,1062588,6874647,data/jruby/lib/ruby/1.9/webrick/compat.rb
2739005,1062627,6877390,data/jruby/lib/ruby/1.9/webrick/httpauth.rb
2741395,1062986,6883275,data/jruby/lib/ruby/1.9/webrick/httpservlet/prochandler.rb
2743842,1063174,6887937,data/jruby/lib/ruby/1.9/win32/registry.rb
2747565,1063489,6894107,data/jruby/lib/ruby/1.9/xmlrpc/server.rb
2749381,1063580,6897320,data/jruby/lib/ruby/2.0/bigdecimal/util.rb
2755655,1063745,6906479,data/jruby/lib/ruby/2.0/drb.rb
2759959,1063950,6913521,data/jruby/lib/ruby/2.0/irb/cmd/subirb.rb
2761594,1064032,6916508,data/jruby/lib/ruby/2.0/irb/ext/workspaces.rb
2762963,1064071,6919422,data/jruby/lib/ruby/2.0/irb/magic-file.rb
2766248,1064163,6928273,data/jruby/lib/ruby/2.0/matrix/eigenvalue_decomposition.rb
2771423,1064776,6938022,data/jruby/lib/ruby/2.0/monitor.rb
2775758,1065446,6945346,data/jruby/lib/ruby/2.0/net/http.rb
2784432,1065612,6959440,data/jruby/lib/ruby/2.0/openssl/config.rb
2785830,1065711,6962594,data/jruby/lib/ruby/2.0/pp.rb
2788158,1065946,6966656,data/jruby/lib/ruby/2.0/rake/contrib/ftptools.rb
2788948,1065992,6968031,data/jruby/lib/ruby/2.0/rake/ext/time.rb
2789847,1066024,6969514,data/jruby/lib/ruby/2.0/rake/name_space.rb
2790527,1066092,6970622,data/jruby/lib/ruby/2.0/rake/rule_recursion_overflow_error.rb
2791746,1066286,6973110,data/jruby/lib/ruby/2.0/rake/version.rb
2793616,1066559,6976065,data/jruby/lib/ruby/2.0/rdoc/code_objects.rb
2796863,1067115,6981449,data/jruby/lib/ruby/2.0/rdoc/generator/json_index.rb
2816236,1068262,7023881,data/jruby/lib/ruby/2.0/rdoc/markup/attr_span.rb
2818058,1068492,7026517,data/jruby/lib/ruby/2.0/rdoc/markup/indented_paragraph.rb
2819457,1068696,7028924,data/jruby/lib/ruby/2.0/rdoc/markup/to_ansi.rb
2821282,1069016,7032007,data/jruby/lib/ruby/2.0/rdoc/markup/to_tt_only.rb
2825355,1069520,7037862,data/jruby/lib/ruby/2.0/rdoc/parser/rd.rb
2830888,1070626,7050488,data/jruby/lib/ruby/2.0/rdoc/require.rb
2835054,1071311,7059764,data/jruby/lib/ruby/2.0/rdoc/stats/normal.rb
2838182,1071767,7064761,data/jruby/lib/ruby/2.0/rdoc.rb
2841702,1071816,7071655,data/jruby/lib/ruby/2.0/rexml/dtd/elementdecl.rb
2844225,1071819,7076630,data/jruby/lib/ruby/2.0/rexml/light/node.rb
2845771,1071846,7080854,data/jruby/lib/ruby/2.0/rexml/parsers/treeparser.rb
2848331,1071902,7087037,data/jruby/lib/ruby/2.0/rexml/validation/relaxng.rb
2851588,1071918,7093193,data/jruby/lib/ruby/2.0/rss/1.0.rb
2853153,1071918,7096620,data/jruby/lib/ruby/2.0/rss/image.rb
2856687,1071939,7103904,data/jruby/lib/ruby/2.0/rss/maker/image.rb
2859317,1071950,7110057,data/jruby/lib/ruby/2.0/rss/syndication.rb
2862609,1072040,7115488,data/jruby/lib/ruby/2.0/ssl.rb
2867243,1072624,7125130,data/jruby/lib/ruby/2.0/uri/ftp.rb
2870430,1072679,7129770,data/jruby/lib/ruby/2.0/webrick/cookie.rb
2872501,1072689,7133987,data/jruby/lib/ruby/2.0/webrick/httprequest.rb
2874486,1072722,7138276,data/jruby/lib/ruby/2.0/webrick/httpstatus.rb
2876987,1072825,7142725,data/jruby/lib/ruby/2.0/xmlrpc/create.rb
2879753,1073216,7148006,data/jruby/lib/ruby/shared/ant/element.rb
2880300,1073578,7149265,data/jruby/lib/ruby/shared/ffi/ffi.rb
2881349,1074227,7151104,data/jruby/lib/ruby/shared/ffi/platform/i386-darwin/syslog.rb
2884952,1074827,7156238,data/jruby/lib/ruby/shared/ffi/platform/i386-openbsd/etc.rb
2887272,1074851,7159324,data/jruby/lib/ruby/shared/ffi/platform/i386-solaris/stat.rb
2890854,1074884,7164432,data/jruby/lib/ruby/shared/ffi/platform/powerpc-aix/socket.rb
2893132,1074893,7167858,data/jruby/lib/ruby/shared/ffi/platform/powerpc-darwin/syslog.rb
2896752,1074899,7173024,data/jruby/lib/ruby/shared/ffi/platform/sparcv9-solaris/errno.rb
2899050,1074899,7176279,data/jruby/lib/ruby/shared/ffi/platform/x86_64-darwin/socket.rb
2901328,1074912,7179573,data/jruby/lib/ruby/shared/ffi/platform/x86_64-linux/syslog.rb
2904931,1074915,7184623,data/jruby/lib/ruby/shared/ffi/platform/x86_64-solaris/etc.rb
2907235,1075158,7188122,data/jruby/lib/ruby/shared/ffi/struct_layout_builder.rb
2908186,1075501,7190038,data/jruby/lib/ruby/shared/fiddle/function.rb
2909946,1076441,7193912,data/jruby/lib/ruby/shared/jruby/core_ext/method.rb
2910463,1076757,7195005,data/jruby/lib/ruby/shared/jruby/win32ole/stub.rb
2911374,1077193,7196644,data/jruby/lib/ruby/shared/krypt/ossl/pkcs5.rb
2911721,1077344,7197189,data/jruby/lib/ruby/shared/krypt.rb
2914373,1077670,7204241,data/jruby/lib/ruby/shared/psych/json/ruby_events.rb
2914807,1077789,7204687,data/jruby/lib/ruby/shared/psych/nodes/stream.rb
2915340,1078019,7205693,data/jruby/lib/ruby/shared/psych/visitors/emitter.rb
2916745,1078814,7209234,data/jruby/lib/ruby/shared/rubygems/available_set.rb
2918613,1079655,7213142,data/jruby/lib/ruby/shared/rubygems/commands/generate_index_command.rb
2919867,1080281,7216037,data/jruby/lib/ruby/shared/rubygems/commands/rdoc_command.rb
2921416,1080998,7219706,data/jruby/lib/ruby/shared/rubygems/commands/yank_command.rb
2923933,1082064,7224063,data/jruby/lib/ruby/shared/rubygems/deprecate.rb
2924645,1082395,7225425,data/jruby/lib/ruby/shared/rubygems/gemcutter_utilities.rb
2927114,1083376,7229995,data/jruby/lib/ruby/shared/rubygems/package/tar_header.rb
2929135,1084094,7233730,data/jruby/lib/ruby/shared/rubygems/rdoc.rb
2932399,1085322,7239680,data/jruby/lib/ruby/shared/rubygems/source_list.rb
2937760,1087391,7249541,data/jruby/lib/ruby/shared/rubygems/validator.rb
2940046,1088128,7253024,data/jruby/maven/jruby-jars/lib/jruby-jars.rb
2940455,1088386,7254343,data/jruby/samples/jrubyc_java/annotated.rb
2941521,1088788,7257019,data/jruby/spec/compiler/general_spec.rb
2942455,1089480,7260543,data/jruby/spec/helpers/ir/vertex_helpers.rb
2943557,1090165,7263881,data/jruby/spec/java_integration/ant/ant_spec.rb
2944318,1090726,7266162,data/jruby/spec/java_integration/globals/classpath_spec.rb
2945371,1091366,7269234,data/jruby/spec/java_integration/jrubyc/java/import_spec.rb
2946500,1092198,7273047,data/jruby/spec/java_integration/methods/java_send_spec.rb
2947325,1092660,7275469,data/jruby/spec/java_integration/reflection/method_spec.rb
2949583,1094448,7283653,data/jruby/spec/java_integration/types/coercion_spec.rb
2951388,1095275,7289989,data/jruby/spec/java_integration/utilities/load_from_jar_spec.rb
2952252,1095749,7292442,data/jruby/spec/mspec/lib/mspec/expectations.rb
2952729,1096043,7293440,data/jruby/spec/mspec/lib/mspec/guards/platform.rb
2953036,1096184,7293950,data/jruby/spec/mspec/lib/mspec/helpers/const_lookup.rb
2953338,1096322,7294597,data/jruby/spec/mspec/lib/mspec/helpers/io.rb
2953869,1096530,7295621,data/jruby/spec/mspec/lib/mspec/matchers/be_an_instance_of.rb
2954141,1096680,7296224,data/jruby/spec/mspec/lib/mspec/matchers/be_valid_dns_name.rb
2954492,1096885,7297059,data/jruby/spec/mspec/lib/mspec/matchers/have_method.rb
2954870,1097067,7297921,data/jruby/spec/mspec/lib/mspec/matchers/output_to_fd.rb
2955482,1097397,7299355,data/jruby/spec/mspec/lib/mspec/runner/actions/debug.rb
2956240,1097778,7300966,data/jruby/spec/mspec/lib/mspec/runner/exception.rb
2956779,1098082,7302352,data/jruby/spec/mspec/lib/mspec/runner/formatters/method.rb
2957508,1098424,7304014,data/jruby/spec/mspec/lib/mspec/runner/tag.rb
2958425,1098818,7306327,data/jruby/spec/mspec/spec/commands/fixtures/three.rb
2960234,1099459,7311334,data/jruby/spec/mspec/spec/guards/block_device_spec.rb
2961603,1100127,7315425,data/jruby/spec/mspec/spec/guards/runner_spec.rb
2962202,1100450,7317141,data/jruby/spec/mspec/spec/helpers/encode_spec.rb
2962730,1100754,7318678,data/jruby/spec/mspec/spec/helpers/numeric_spec.rb
2963532,1101211,7321034,data/jruby/spec/mspec/spec/matchers/be_empty_spec.rb
2963974,1101605,7322752,data/jruby/spec/mspec/spec/matchers/equal_utf16_spec.rb
2964579,1101917,7324141,data/jruby/spec/mspec/spec/matchers/have_singleton_method_spec.rb
2965826,1102707,7328005,data/jruby/spec/mspec/spec/mocks/proxy_spec.rb
2968342,1103786,7335623,data/jruby/spec/mspec/spec/runner/exception_spec.rb
2969683,1104295,7339529,data/jruby/spec/mspec/spec/runner/formatters/specdoc_spec.rb
2972808,1105593,7348910,data/jruby/spec/mspec/spec/utils/script_spec.rb
2973583,1106082,7351266,data/jruby/spec/regression/gh-299_env_with_nil_value_spec.rb
2974113,1106363,7352830,data/jruby/spec/regression/gh-801_date_zone_nil_spec.rb
2974777,1106714,7354548,data/jruby/spec/regression/JRUBY-5122_nonblocking_io_spec.rb
2975180,1107009,7355924,data/jruby/spec/regression/JRUBY-5484_tcpsocket_read_does_not_set_sleep_spec.rb
2975474,1107193,7356730,data/jruby/spec/regression/JRUBY-5987-module_include_wrapper_autoload_fix_spec.rb
2975688,1107316,7357350,data/jruby/spec/regression/JRUBY-6339_load_file_from_dir_with_hash_symbol_spec.rb
2975838,1107430,7357804,data/jruby/spec/regression/JRUBY-6668_strscan_must_handle_pattern_encoding_spec.rb
2976032,1107569,7358359,data/jruby/spec/regression/JRUBY-6885_public_send_calls_method_missing_for_privates_spec.rb
2976182,1107677,7358842,data/jruby/spec/regression/singleton_class_causes_inspect_to_lose_ivars_spec.rb
2976403,1107795,7359558,data/jruby/spec/ruby/command_line/dash_upper_i_spec.rb
2976526,1107840,7359907,data/jruby/spec/ruby/command_line/fixtures/test_file.rb
2976713,1107940,7360417,data/jruby/spec/ruby/core/argf/each_line_spec.rb
2977029,1108087,7361378,data/jruby/spec/ruby/core/argf/read_spec.rb
2977401,1108227,7362582,data/jruby/spec/ruby/core/argf/shared/fileno.rb
2977726,1108353,7363559,data/jruby/spec/ruby/core/array/allocate_spec.rb
2978262,1108741,7365560,data/jruby/spec/ruby/core/array/comparison_spec.rb
2978872,1109137,7367745,data/jruby/spec/ruby/core/array/each_index_spec.rb
2980578,1110216,7374826,data/jruby/spec/ruby/core/array/fixtures/classes.rb
2981331,1110761,7377671,data/jruby/spec/ruby/core/array/insert_spec.rb
2981944,1111277,7380156,data/jruby/spec/ruby/core/array/nitems_spec.rb
2982592,1111407,7382183,data/jruby/spec/ruby/core/array/pack/h_spec.rb
2984076,1111688,7386195,data/jruby/spec/ruby/core/array/pack/shared/float.rb
2985132,1111967,7389674,data/jruby/spec/ruby/core/array/permutation_spec.rb
2985906,1112582,7393092,data/jruby/spec/ruby/core/array/reverse_spec.rb
2986731,1113254,7396369,data/jruby/spec/ruby/core/array/shared/inspect.rb
2988294,1114207,7403493,data/jruby/spec/ruby/core/array/sort_spec.rb
2988842,1114643,7405647,data/jruby/spec/ruby/core/array/values_at_spec.rb
2989089,1114821,7406411,data/jruby/spec/ruby/core/basicobject/initialize_spec.rb
2989239,1114895,7406814,data/jruby/spec/ruby/core/bignum/abs_spec.rb
2989863,1115487,7409073,data/jruby/spec/ruby/core/bignum/element_reference_spec.rb
2990138,1115751,7410025,data/jruby/spec/ruby/core/bignum/lte_spec.rb
2990442,1116019,7411113,data/jruby/spec/ruby/core/bignum/shared/divide.rb
2990748,1116232,7412297,data/jruby/spec/ruby/core/binding/location_spec.rb
2991345,1116654,7413940,data/jruby/spec/ruby/core/comparable/between_spec.rb
2991674,1116773,7415052,data/jruby/spec/ruby/core/complex/coerce_spec.rb
2991910,1116970,7415858,data/jruby/spec/ruby/core/complex/imag_spec.rb
2992015,1117002,7416135,data/jruby/spec/ruby/core/complex/plus_spec.rb
2992268,1117184,7416918,data/jruby/spec/ruby/core/complex/uminus_spec.rb
2992684,1117396,7418033,data/jruby/spec/ruby/core/dir/entries_spec.rb
2993300,1117640,7419473,data/jruby/spec/ruby/core/dir/open_spec.rb
2993631,1117772,7420349,data/jruby/spec/ruby/core/dir/shared/exists.rb
2994202,1117964,7421938,data/jruby/spec/ruby/core/encoding/_load_spec.rb
2994934,1118196,7422902,data/jruby/spec/ruby/core/encoding/converter/inspect_spec.rb
2995744,1118444,7424234,data/jruby/spec/ruby/core/encoding/dummy_spec.rb
2996146,1118686,7425252,data/jruby/spec/ruby/core/encoding/list_spec.rb
2996411,1118781,7425814,data/jruby/spec/ruby/core/encoding/undefined_conversion_error/source_encoding_name_spec.rb
2997052,1119411,7428428,data/jruby/spec/ruby/core/enumerable/drop_while_spec.rb
2997657,1119805,7430353,data/jruby/spec/ruby/core/enumerable/fixtures/classes.rb
2998043,1120188,7432240,data/jruby/spec/ruby/core/enumerable/min_spec.rb
2998438,1120512,7433927,data/jruby/spec/ruby/core/enumerable/shared/collect_concat.rb
2998974,1121017,7436584,data/jruby/spec/ruby/core/enumerable/take_while_spec.rb
2999169,1121155,7437379,data/jruby/spec/ruby/core/enumerator/new_spec.rb
2999505,1121352,7438494,data/jruby/spec/ruby/core/env/assoc_spec.rb
2999784,1121514,7439251,data/jruby/spec/ruby/core/env/fetch_spec.rb
2999888,1121558,7439569,data/jruby/spec/ruby/core/env/keys_spec.rb
3000184,1121731,7440509,data/jruby/spec/ruby/core/env/shared/length.rb
3000427,1121859,7441299,data/jruby/spec/ruby/core/env/update_spec.rb
3000673,1121976,7441995,data/jruby/spec/ruby/core/exception/errno_spec.rb
3000894,1122112,7442482,data/jruby/spec/ruby/core/exception/name_error_spec.rb
3001051,1122221,7442918,data/jruby/spec/ruby/core/exception/shared/new.rb
3001372,1122435,7443911,data/jruby/spec/ruby/core/exception/system_stack_error_spec.rb
3001595,1122639,7444611,data/jruby/spec/ruby/core/file/absolute_path_spec.rb
3002430,1123103,7447492,data/jruby/spec/ruby/core/file/directory_spec.rb
3003062,1123464,7449628,data/jruby/spec/ruby/core/file/flock_spec.rb
3003528,1123770,7451214,data/jruby/spec/ruby/core/file/lstat_spec.rb
3004527,1124299,7454361,data/jruby/spec/ruby/core/file/readlink_spec.rb
3005066,1124602,7456237,data/jruby/spec/ruby/core/file/shared/unlink.rb
3005440,1124763,7457340,data/jruby/spec/ruby/core/file/stat/dev_major_spec.rb
3005607,1124826,7457818,data/jruby/spec/ruby/core/file/stat/ino_spec.rb
3005829,1124931,7458481,data/jruby/spec/ruby/core/file/stat/readable_real_spec.rb
3005965,1124946,7458858,data/jruby/spec/ruby/core/file/stat/writable_real_spec.rb
3006485,1125238,7460514,data/jruby/spec/ruby/core/file/world_readable_spec.rb
3006576,1125261,7460796,data/jruby/spec/ruby/core/filetest/exists_spec.rb
3006700,1125270,7461117,data/jruby/spec/ruby/core/filetest/socket_spec.rb
3006979,1125439,7462035,data/jruby/spec/ruby/core/fixnum/bit_xor_spec.rb
3007381,1125773,7463593,data/jruby/spec/ruby/core/fixnum/exponent_spec.rb
3007685,1126066,7464670,data/jruby/spec/ruby/core/fixnum/minus_spec.rb
3008029,1126335,7465906,data/jruby/spec/ruby/core/fixnum/succ_spec.rb
3008193,1126434,7466474,data/jruby/spec/ruby/core/float/coerce_spec.rb
3008513,1126690,7467474,data/jruby/spec/ruby/core/float/fixtures/coerce.rb
3008657,1126831,7467988,data/jruby/spec/ruby/core/float/modulo_spec.rb
3008953,1127087,7469135,data/jruby/spec/ruby/core/float/shared/modulo.rb
3009247,1127241,7469993,data/jruby/spec/ruby/core/float/zero_spec.rb
3009406,1127314,7470412,data/jruby/spec/ruby/core/gc/profiler/total_time_spec.rb
3009964,1127785,7472468,data/jruby/spec/ruby/core/hash/delete_if_spec.rb
3010311,1128053,7473910,data/jruby/spec/ruby/core/hash/fetch_spec.rb
3010588,1128206,7474819,data/jruby/spec/ruby/core/hash/initialize_spec.rb
3010917,1128500,7476340,data/jruby/spec/ruby/core/hash/rehash_spec.rb
3011668,1128952,7479575,data/jruby/spec/ruby/core/hash/shared/replace.rb
3012039,1129198,7481087,data/jruby/spec/ruby/core/hash/to_h_spec.rb
3012497,1129474,7482879,data/jruby/spec/ruby/core/integer/downto_spec.rb
3012815,1129735,7483988,data/jruby/spec/ruby/core/integer/ord_spec.rb
3013095,1129937,7484946,data/jruby/spec/ruby/core/integer/truncate_spec.rb
3013721,1130256,7486666,data/jruby/spec/ruby/core/io/close_write_spec.rb
3014368,1130532,7488479,data/jruby/spec/ruby/core/io/eof_spec.rb
3014955,1130756,7489938,data/jruby/spec/ruby/core/io/getbyte_spec.rb
3015613,1131059,7491817,data/jruby/spec/ruby/core/io/lines_spec.rb
3016335,1131424,7494038,data/jruby/spec/ruby/core/io/puts_spec.rb
3017846,1132133,7498427,data/jruby/spec/ruby/core/io/select_spec.rb
3019088,1132770,7502747,data/jruby/spec/ruby/core/io/shared/write.rb
3019513,1132969,7503978,data/jruby/spec/ruby/core/io/tty_spec.rb
3020180,1133267,7505769,data/jruby/spec/ruby/core/kernel/autoload_spec.rb
3021064,1133770,7508418,data/jruby/spec/ruby/core/kernel/clone_spec.rb
3021672,1134105,7510194,data/jruby/spec/ruby/core/kernel/eval_spec.rb
3021952,1134219,7510803,data/jruby/spec/ruby/core/kernel/fixtures/chomp.rb
3023048,1134511,7512879,data/jruby/spec/ruby/core/kernel/format_spec.rb
3023347,1134646,7513732,data/jruby/spec/ruby/core/kernel/inspect_spec.rb
3024486,1135190,7517639,data/jruby/spec/ruby/core/kernel/lambda_spec.rb
3025134,1135536,7519489,data/jruby/spec/ruby/core/kernel/p_spec.rb
3025716,1135831,7521313,data/jruby/spec/ruby/core/kernel/raise_spec.rb
3026438,1136086,7523602,data/jruby/spec/ruby/core/kernel/select_spec.rb
3027651,1136589,7527192,data/jruby/spec/ruby/core/kernel/singleton_method_removed_spec.rb
3028601,1136944,7530438,data/jruby/spec/ruby/core/kernel/system_spec.rb
3028981,1137131,7531445,data/jruby/spec/ruby/core/kernel/trust_spec.rb
3029223,1137237,7532062,data/jruby/spec/ruby/core/main/private_spec.rb
3031001,1138271,7537643,data/jruby/spec/ruby/core/matchdata/begin_spec.rb
3031159,1138327,7538200,data/jruby/spec/ruby/core/matchdata/offset_spec.rb
3031301,1138442,7538738,data/jruby/spec/ruby/core/matchdata/values_at_spec.rb
3031815,1138840,7540487,data/jruby/spec/ruby/core/math/constants_spec.rb
3032413,1139262,7542449,data/jruby/spec/ruby/core/math/lgamma_spec.rb
3032935,1139602,7544305,data/jruby/spec/ruby/core/method/clone_spec.rb
3033257,1139768,7545153,data/jruby/spec/ruby/core/method/receiver_spec.rb
3034009,1140220,7547800,data/jruby/spec/ruby/core/module/ancestors_spec.rb
3035104,1140944,7551251,data/jruby/spec/ruby/core/module/class_variable_get_spec.rb
3036153,1141696,7554695,data/jruby/spec/ruby/core/module/eql_spec.rb
3036309,1141768,7555031,data/jruby/spec/ruby/core/module/fixtures/autoload_f.rb
3036363,1141797,7555108,data/jruby/spec/ruby/core/module/fixtures/autoload_scope.rb
3036850,1142010,7555757,data/jruby/spec/ruby/core/module/fixtures/name.rb
3037486,1142625,7557889,data/jruby/spec/ruby/core/module/lt_spec.rb
3038076,1143016,7559599,data/jruby/spec/ruby/core/module/new_spec.rb
3038699,1143426,7561496,data/jruby/spec/ruby/core/module/public_instance_method_spec.rb
3039376,1143865,7563629,data/jruby/spec/ruby/core/module/undef_method_spec.rb
3039535,1143950,7564116,data/jruby/spec/ruby/core/nil/nil_spec.rb
3039675,1144102,7564546,data/jruby/spec/ruby/core/numeric/abs2_spec.rb
3039937,1144254,7565372,data/jruby/spec/ruby/core/numeric/divmod_spec.rb
3040139,1144358,7565936,data/jruby/spec/ruby/core/numeric/modulo_spec.rb
3040390,1144451,7566756,data/jruby/spec/ruby/core/numeric/shared/abs.rb
3040891,1144752,7568364,data/jruby/spec/ruby/core/object/__id__spec.rb
3041161,1144994,7569201,data/jruby/spec/ruby/core/object/metaclass_spec.rb
3041516,1145208,7570173,data/jruby/spec/ruby/core/objectspace/finalizers_spec.rb
3041798,1145415,7570982,data/jruby/spec/ruby/core/proc/binding_spec.rb
3042189,1145635,7572222,data/jruby/spec/ruby/core/proc/fixtures/source_location.rb
3042753,1146143,7574582,data/jruby/spec/ruby/core/proc/shared/to_s.rb
3043092,1146418,7576069,data/jruby/spec/ruby/core/proc/yield_spec.rb
3043666,1146767,7577643,data/jruby/spec/ruby/core/process/fixtures/kill.rb
3043979,1146953,7578566,data/jruby/spec/ruby/core/process/gid/rid_spec.rb
3044344,1147141,7579565,data/jruby/spec/ruby/core/process/setpgrp_spec.rb
3044745,1147412,7580791,data/jruby/spec/ruby/core/process/status/pid_spec.rb
3044910,1147458,7581105,data/jruby/spec/ruby/core/process/sys/geteuid_spec.rb
3044965,1147458,7581237,data/jruby/spec/ruby/core/process/sys/setrgid_spec.rb
3045025,1147458,7581382,data/jruby/spec/ruby/core/process/uid/switch_spec.rb
3045653,1147866,7583479,data/jruby/spec/ruby/core/random/rand_spec.rb
3045959,1148041,7584411,data/jruby/spec/ruby/core/range/first_spec.rb
3046322,1148383,7586012,data/jruby/spec/ruby/core/range/shared/end.rb
3046841,1148795,7588418,data/jruby/spec/ruby/core/rational/div_spec.rb
3046956,1148806,7588672,data/jruby/spec/ruby/core/rational/magnitude_spec.rb
3047107,1148846,7589123,data/jruby/spec/ruby/core/rational/round_spec.rb
3047268,1148936,7589577,data/jruby/spec/ruby/core/regexp/eql_spec.rb
3047546,1149188,7590488,data/jruby/spec/ruby/core/regexp/named_captures_spec.rb
3048515,1149408,7591301,data/jruby/spec/ruby/core/regexp/union_spec.rb
3049001,1149658,7592573,data/jruby/spec/ruby/core/string/byteslice_spec.rb
3050117,1150203,7595666,data/jruby/spec/ruby/core/string/comparison_spec.rb
3051268,1150583,7599587,data/jruby/spec/ruby/core/string/each_line_spec.rb
3052486,1151081,7603278,data/jruby/spec/ruby/core/string/fixtures/classes.rb
3053960,1151986,7608951,data/jruby/spec/ruby/core/string/insert_spec.rb
3056157,1152818,7617927,data/jruby/spec/ruby/core/string/next_spec.rb
3057188,1153355,7621933,data/jruby/spec/ruby/core/string/rstrip_spec.rb
3058201,1153801,7624746,data/jruby/spec/ruby/core/string/shared/eql.rb
3059068,1154254,7628633,data/jruby/spec/ruby/core/string/size_spec.rb
3060922,1155328,7635798,data/jruby/spec/ruby/core/string/to_c_spec.rb
3061676,1155640,7638475,data/jruby/spec/ruby/core/string/unpack/at_spec.rb
3062972,1155827,7642220,data/jruby/spec/ruby/core/string/unpack/m_spec.rb
3064072,1156008,7645698,data/jruby/spec/ruby/core/string/unpack/u_spec.rb
3064588,1156202,7647045,data/jruby/spec/ruby/core/struct/each_spec.rb
3064848,1156352,7647954,data/jruby/spec/ruby/core/struct/length_spec.rb
3065155,1156587,7649129,data/jruby/spec/ruby/core/struct/tms/element_reference_spec.rb
3065309,1156683,7649636,data/jruby/spec/ruby/core/symbol/capitalize_spec.rb
3065652,1156788,7650424,data/jruby/spec/ruby/core/symbol/inspect_spec.rb
3066043,1157002,7651666,data/jruby/spec/ruby/core/symbol/succ_spec.rb
3066373,1157196,7652535,data/jruby/spec/ruby/core/thread/abort_on_exception_spec.rb
3066998,1157558,7654256,data/jruby/spec/ruby/core/thread/fixtures/classes.rb
3067401,1157810,7655496,data/jruby/spec/ruby/core/thread/new_spec.rb
3068006,1158131,7657161,data/jruby/spec/ruby/core/thread/status_spec.rb
3068321,1158355,7658222,data/jruby/spec/ruby/core/time/_load_spec.rb
3068699,1158632,7659502,data/jruby/spec/ruby/core/time/friday_spec.rb
3068878,1158739,7660239,data/jruby/spec/ruby/core/time/initialize_copy_spec.rb
3069183,1158916,7661416,data/jruby/spec/ruby/core/time/month_spec.rb
3069561,1159180,7662860,data/jruby/spec/ruby/core/time/shared/gm.rb
3070408,1159631,7666404,data/jruby/spec/ruby/core/time/subsec_spec.rb
3070522,1159706,7666770,data/jruby/spec/ruby/core/time/tv_nsec_spec.rb
3070691,1159833,7667313,data/jruby/spec/ruby/core/true/and_spec.rb
3071057,1160053,7668522,data/jruby/spec/ruby/core/unboundmethod/hash_spec.rb
3071430,1160236,7669432,data/jruby/spec/ruby/fixtures/code/concurrent2.rb
3071816,1160244,7669732,data/jruby/spec/ruby/fixtures/code/wrap_fixture.rb
3072795,1160640,7671366,data/jruby/spec/ruby/language/alias_spec.rb
3076881,1163959,7683641,data/jruby/spec/ruby/language/defined_spec.rb
3077457,1164205,7684845,data/jruby/spec/ruby/language/fixtures/break_lambda_toplevel_method.rb
3078023,1164410,7685601,data/jruby/spec/ruby/language/fixtures/metaclass.rb
3079075,1164855,7687683,data/jruby/spec/ruby/language/for_spec.rb
3080465,1165697,7692154,data/jruby/spec/ruby/language/not_spec.rb
3081238,1166529,7695087,data/jruby/spec/ruby/language/predefined/fixtures/data_only.rb
3083457,1167458,7702154,data/jruby/spec/ruby/language/regexp/grouping_spec.rb
3085046,1168092,7706869,data/jruby/spec/ruby/language/shared/__LINE__.rb
3088021,1169839,7717484,data/jruby/spec/ruby/language/versions/array_1.8.rb
3088562,1170190,7719201,data/jruby/spec/ruby/language/versions/literal_lambda_1.9.rb
3088989,1170568,7721255,data/jruby/spec/ruby/language/versions/variables_1.9.rb
3089823,1171045,7724175,data/jruby/spec/ruby/library/bigdecimal/ceil_spec.rb
3090466,1171379,7726435,data/jruby/spec/ruby/library/bigdecimal/fix_spec.rb
3091134,1171750,7729193,data/jruby/spec/ruby/library/bigdecimal/lte_spec.rb
3091596,1172045,7731022,data/jruby/spec/ruby/library/bigdecimal/precs_spec.rb
3092495,1172463,7735158,data/jruby/spec/ruby/library/bigdecimal/split_spec.rb
3093014,1172740,7737047,data/jruby/spec/ruby/library/bigdecimal/zero_spec.rb
3093484,1172949,7738546,data/jruby/spec/ruby/library/cgi/escapeElement_spec.rb
3093943,1173300,7740958,data/jruby/spec/ruby/library/cgi/htmlextension/file_field_spec.rb
3094480,1173702,7743445,data/jruby/spec/ruby/library/cgi/htmlextension/popup_menu_spec.rb
3095242,1174168,7747243,data/jruby/spec/ruby/library/cgi/out_spec.rb
3095496,1174280,7748059,data/jruby/spec/ruby/library/cgi/queryextension/content_type_spec.rb
3095709,1174346,7748675,data/jruby/spec/ruby/library/cgi/queryextension/negotiate_spec.rb
3095974,1174456,7749522,data/jruby/spec/ruby/library/cgi/queryextension/remote_ident_spec.rb
3096295,1174579,7750550,data/jruby/spec/ruby/library/cgi/shared/http_header.rb
3096453,1174641,7751026,data/jruby/spec/ruby/library/complex/conj_spec.rb
3096584,1174675,7751356,data/jruby/spec/ruby/library/complex/imag_spec.rb
3096885,1174692,7752124,data/jruby/spec/ruby/library/complex/math/cosh_spec.rb
3097234,1174821,7753640,data/jruby/spec/ruby/library/complex/math/shared/atanh.rb
3097583,1174929,7755343,data/jruby/spec/ruby/library/complex/math/sin_spec.rb
3097835,1174999,7756081,data/jruby/spec/ruby/library/complex/numeric/arg_spec.rb
3097959,1175016,7756389,data/jruby/spec/ruby/library/complex/to_s_spec.rb
3098179,1175073,7756959,data/jruby/spec/ruby/library/csv/cell/data_spec.rb
